,disease,area_affected,crop,stage,yield
21622,7,63.66537768,0,0,0.1261258799
21623,6,38.82882696,0,1,0.1575176071
21624,8,13.62517652,0,1,0.4016741808
21625,3,13.52597853,0,2,0.1426481675
21626,7,84.03302544,0,0,0.121465443
21627,3,21.62206075,0,0,0.1616584134
21628,1,2.560477509,0,1,0.2673624997
21629,3,92.15950119,0,2,0.1205974251
21630,8,62.60661998,0,0,0.3319191757
21631,7,11.5832941,0,2,0.1391244953
21632,3,18.86695029,0,2,0.1348248355
21633,6,47.35821273,0,0,0.1609748358
21634,0,7.355518547,0,1,0.1594419435
21635,7,22.22152496,0,0,0.1554426939
21636,2,80.64683714,0,0,0.111452535
21637,4,32.58249124,0,2,0.2332572698
21638,0,37.13081498,0,2,0.1032186714
21639,3,34.77717165,0,1,0.1313144953
21640,7,20.2396757,0,1,0.1360315704
21641,7,77.96320388,0,0,0.1242118599
21642,0,65.36465782,0,0,0.111949497
21643,6,91.96040105,0,0,0.1522526086
21644,2,87.17954283,0,0,0.1108507035
21645,5,36.74640833,0,0,0.2463712789
21646,5,91.53679559,0,1,0.2212807907
21647,6,1.088023347,0,0,0.6222008216
21648,1,15.25409627,0,2,0.126710812
21649,4,61.14346956,0,1,0.2344606023
21650,4,78.71544725,0,2,0.2304309457
21651,7,36.7418753,0,2,0.119013486
21652,5,16.10522386,0,2,0.2371993547
21653,3,73.86678762,0,0,0.1300530532
21654,1,15.60699202,0,0,0.1647740869
21655,4,63.7168465,0,2,0.2370651014
21656,6,39.15797991,0,0,0.1698302305
21657,7,0.2766222759,0,2,0.6608025375
21658,8,28.11510158,0,1,0.3446132112
21659,2,81.64703385,0,0,0.1121097722
21660,2,29.20346862,0,1,0.1182925426
21661,0,75.69338334,0,0,0.1078259691
21662,8,66.92454931,0,0,0.3313394302
21663,4,39.9099873,0,0,0.2400352318
21664,6,84.69565535,0,0,0.1560095322
21665,2,19.28359773,0,1,0.1259433934
21666,6,10.84304023,0,2,0.1706954131
21667,1,29.99953854,0,0,0.1380255031
21668,8,54.4994914,0,1,0.3456208849
21669,1,80.55686722,0,0,0.1184421466
21670,7,60.37989122,0,0,0.1266568568
21671,2,16.0934811,0,1,0.1316186636
21672,4,34.55497406,0,2,0.2367107319
21673,4,38.65842198,0,0,0.2484540625
21674,6,40.57338376,0,0,0.1661782809
21675,8,58.11827033,0,1,0.3163315085
21676,5,85.01321305,0,1,0.2262798767
21677,5,63.21906034,0,2,0.2292030113
21678,2,78.52225794,0,0,0.1129180942
21679,0,89.03881963,0,1,0.1011383272
21680,0,61.97913171,0,2,0.1022400081
21681,2,8.989318508,0,2,0.1354154938
21682,6,96.67195835,0,0,0.1573510995
21683,0,50.97397592,0,0,0.1158755655
21684,3,71.88388457,0,1,0.1232461641
21685,8,51.18118684,0,0,0.3434053729
21686,2,50.98281254,0,0,0.1202517207
21687,8,27.46695404,0,0,0.3726808076
21688,8,30.30056588,0,1,0.3468781576
21689,3,74.86441114,0,1,0.1243195802
21690,6,56.98048727,0,1,0.1480569695
21691,2,65.02838047,0,2,0.1047502121
21692,8,52.22027093,0,2,0.3405126976
21693,8,90.00143466,0,0,0.354610897
21694,1,86.36356061,0,1,0.1098815882
21695,1,45.50366735,0,0,0.1291587608
21696,0,21.63110795,0,2,0.1115040336
21697,0,23.73223947,0,0,0.1344818901
21698,5,58.16128981,0,2,0.234460073
21699,5,57.99291168,0,2,0.2370724204
21700,5,7.394777691,0,2,0.2717567625
21701,5,67.75683924,0,2,0.2324981932
21702,2,27.55463179,0,2,0.1126238456
21703,6,4.403659673,0,1,0.2410628991
21704,0,7.69885125,0,2,0.1377785991
21705,6,94.95996017,0,2,0.1435413044
21706,0,65.872345,0,2,0.09979218332
21707,3,44.84326186,0,1,0.1293781633
21708,0,70.63987633,0,0,0.1086162952
21709,2,66.53899463,0,0,0.1148212093
21710,2,72.96101981,0,1,0.1050482945
21711,5,31.38926864,0,0,0.2526620304
21712,7,55.24912137,0,2,0.1169806267
21713,2,49.29538009,0,2,0.1067237544
21714,5,29.37227947,0,1,0.2480703326
21715,5,26.5517675,0,2,0.2416003724
21716,2,37.14225202,0,2,0.110587324
21717,0,85.32374438,0,0,0.1055498456
21718,7,28.18803078,0,0,0.144718603
21719,1,9.536483393,0,1,0.1553025612
21720,3,47.34671786,0,0,0.1385517266
21721,2,67.13766261,0,0,0.1151907538
21722,7,97.55633321,0,1,0.116310794
21723,8,47.44564482,0,1,0.3380987605
21724,6,23.1910302,0,0,0.1802999222
21725,8,75.01405766,0,0,0.3195421189
21726,0,71.27098679,0,1,0.1014509215
21727,5,11.57893954,0,2,0.2497943139
21728,0,20.73044619,0,2,0.1093641021
21729,2,21.70255239,0,2,0.1160951851
21730,3,89.64729812,0,0,0.1285030792
21731,7,69.77145336,0,1,0.1181281296
21732,2,83.86926309,0,0,0.1105432982
21733,4,18.15603382,0,2,0.2392797016
21734,1,61.54196775,0,2,0.1095991445
21735,3,35.72649976,0,0,0.1455664381
21736,0,85.57531059,0,0,0.1061858335
21737,3,93.22941553,0,2,0.1201887411
21738,3,33.23201824,0,0,0.1474999184
21739,4,7.84572638,0,1,0.2887990823
21740,8,31.36950709,0,0,0.3629364633
21741,4,53.28036229,0,2,0.2235507968
21742,2,19.98665975,0,0,0.1472905193
21743,6,44.10579495,0,0,0.1607913482
21744,4,22.8372748,0,2,0.2347152064
21745,2,36.98295178,0,1,0.1132655698
21746,3,65.66718717,0,2,0.1234059386
21747,5,7.893824276,0,1,0.2830781502
21748,7,69.95251754,0,1,0.1172530391
21749,0,7.632282197,0,2,0.1360047385
21750,1,16.76713618,0,0,0.161614449
21751,7,9.51324147,0,1,0.1619996826
21752,2,66.39413012,0,2,0.1073450824
21753,7,46.28623561,0,0,0.1312494645
21754,5,12.70951938,0,0,0.2931057742
21755,3,15.46701792,0,1,0.1472818302
21756,0,22.41924372,0,2,0.1089176046
21757,1,10.16953812,0,2,0.1385461006
21758,0,5.544906877,0,0,0.2479343824
21759,8,94.6386826,0,0,0.3445649411
21760,3,15.80953793,0,0,0.1774704215
21761,6,5.065372852,0,0,0.3068634125
21762,8,79.40844487,0,1,0.3262364263
21763,5,22.39736827,0,1,0.2515219113
21764,6,7.918568219,0,0,0.2575573893
21765,8,7.56031777,0,0,0.4451953519
21766,1,38.96123723,0,2,0.1134617773
21767,3,84.92398966,0,1,0.1231618797
21768,3,90.28728277,0,2,0.1206003506
21769,8,40.30946728,0,2,0.351023878
21770,7,36.94032167,0,2,0.1201210452
21771,3,17.09662152,0,2,0.1358423748
21772,4,89.2706406,0,2,0.2293523452
21773,7,3.66606696,0,0,0.3252928895
21774,0,81.04151256,0,2,0.1003104021
21775,4,31.66726264,0,0,0.2508914139
21776,5,7.759015853,0,2,0.2587035484
21777,5,35.87729511,0,2,0.2260921983
21778,0,32.77293275,0,0,0.1242755827
21779,2,43.34365303,0,0,0.1232815414
21780,3,39.05158589,0,2,0.1304431638
21781,0,74.0996626,0,2,0.1008249964
21782,6,29.33290398,0,2,0.153915763
21783,3,77.19069322,0,0,0.1305846504
21784,0,98.54213223,0,2,0.09821247717
21785,2,34.30070193,0,0,0.1274994303
21786,1,85.56392694,0,0,0.1159945219
21787,1,59.41867915,0,1,0.1141329401
21788,3,85.04478315,0,2,0.1232411833
21789,5,5.579848086,0,2,0.2784935745
21790,8,44.50541213,0,0,0.3639069296
21791,4,79.29973136,0,2,0.2197910633
21792,3,61.27393525,0,1,0.125923928
21793,6,34.09140896,0,0,0.1682616397
21794,5,15.30169336,0,2,0.2446265058
21795,1,9.930369862,0,1,0.1531095373
21796,8,63.15595598,0,1,0.3581195026
21797,3,61.71015446,0,1,0.1242699063
21798,2,62.87342023,0,0,0.1158835813
21799,5,42.57958163,0,0,0.244383967
21800,5,65.60568597,0,0,0.2285695603
21801,6,25.3720976,0,1,0.1589857348
21802,8,69.09030437,0,0,0.353083699
21803,6,94.8987631,0,2,0.1452118718
21804,2,52.57915525,0,0,0.1188044236
21805,2,29.51451448,0,1,0.1160008393
21806,3,9.799850559,0,1,0.1665503399
21807,2,34.03089738,0,1,0.114604334
21808,4,16.6953632,0,2,0.2388225845
21809,8,51.22172639,0,0,0.3563573485
21810,8,26.54723113,0,2,0.3419142791
21811,5,78.36773623,0,2,0.2319842614
21812,1,24.76779663,0,1,0.1266717163
21813,5,99.33983852,0,2,0.2253934336
21814,2,90.81908525,0,0,0.1109252481
21815,5,62.65313271,0,1,0.2305045928
21816,3,52.01693938,0,2,0.1233606554
21817,6,22.00455095,0,1,0.1668733052
21818,0,52.64628055,0,2,0.1014204331
21819,4,58.89933245,0,0,0.2335630803
21820,1,62.05267712,0,2,0.1107121198
21821,3,97.00986495,0,2,0.1239618976
21822,7,31.75743837,0,2,0.1202975878
21823,6,44.14596426,0,0,0.1673370631
21824,0,12.75173979,0,1,0.1325636784
21825,0,19.36024348,0,0,0.1444438778
21826,0,93.55893734,0,1,0.09929120417
21827,7,56.44178656,0,2,0.1161184266
21828,0,4.808855037,0,1,0.1900080203
21829,0,63.7722616,0,2,0.1002406585
21830,5,34.37089541,0,0,0.2513245768
21831,7,93.72086807,0,0,0.1218107358
21832,0,6.578635036,0,0,0.2271204492
21833,1,76.27538842,0,1,0.1137142296
21834,2,60.5954026,0,1,0.1063845475
21835,6,49.53641511,0,1,0.1542056194
21836,2,26.33712891,0,1,0.1189548656
21837,0,54.55050748,0,0,0.1136698573
21838,7,3.033540658,0,1,0.2546286096
21839,3,33.77682343,0,1,0.1310982756
21840,0,57.5891875,0,1,0.104970539
21841,1,70.7657047,0,0,0.1201406059
21842,6,64.81793125,0,0,0.1587513232
21843,5,63.29898501,0,1,0.2367803629
21844,1,54.0352347,0,2,0.110025773
21845,2,10.92594293,0,0,0.1836816555
21846,8,85.85546628,0,1,0.330877276
21847,6,22.67359155,0,2,0.1615208171
21848,4,48.16164393,0,1,0.2345569425
21849,2,66.00224654,0,2,0.1040317511
21850,2,82.35080114,0,0,0.1124232874
21851,6,56.73045409,0,2,0.1531475627
21852,0,70.14351472,0,2,0.09969561372
21853,4,9.920776228,0,2,0.2575004014
21854,2,33.98950947,0,2,0.1089993984
21855,2,74.99772465,0,2,0.1041546311
21856,6,77.37376366,0,1,0.1499629846
21857,4,84.47310256,0,2,0.2272320373
21858,8,7.648622875,0,1,0.3972294369
21859,3,59.55133352,0,0,0.1342153498
21860,0,64.7582922,0,1,0.1044305928
21861,4,12.85355354,0,2,0.2492881919
21862,4,45.41695172,0,0,0.2427683342
21863,2,52.11545442,0,1,0.1120543716
21864,5,76.82317751,0,0,0.2262734643
21865,8,53.88045829,0,1,0.3373182622
21866,2,52.10327547,0,2,0.1076569418
21867,2,0.9077689467,0,2,0.3693134804
21868,1,98.11749685,0,2,0.1098146818
21869,5,88.75147568,0,2,0.2249447361
21870,6,19.39087476,0,0,0.1927039206
21871,0,92.49065372,0,1,0.1008557422
21872,8,94.23674904,0,2,0.3545922199
21873,2,60.78896714,0,0,0.116306973
21874,5,36.19240486,0,0,0.2461896038
21875,8,64.25612801,0,2,0.358669392
21876,6,75.1993446,0,1,0.1484672793
21877,7,53.41830002,0,0,0.1300996151
21878,5,99.35876708,0,0,0.2283843869
21879,0,11.99178056,0,1,0.1371189174
21880,5,85.4064791,0,0,0.2330915753
21881,3,56.34121245,0,1,0.125896629
21882,0,34.17744333,0,0,0.1233874902
21883,3,16.50449666,0,2,0.1386011975
21884,1,36.64714192,0,0,0.1330320619
21885,8,20.79512315,0,0,0.398652282
21886,0,74.9580298,0,1,0.1021373998
21887,6,26.49966947,0,0,0.1793293488
21888,1,28.9091171,0,1,0.1204981736
21889,6,15.17725956,0,0,0.2042616653
21890,5,81.06393346,0,2,0.2281136068
21891,5,9.521379275,0,0,0.3159379928
21892,0,60.53419391,0,2,0.1004841396
21893,1,33.0228199,0,1,0.1223025318
21894,1,73.22770991,0,1,0.1129974692
21895,2,24.25549924,0,2,0.1156973969
21896,6,6.422994481,0,2,0.1903389087
21897,5,37.57973118,0,1,0.2360750657
21898,2,75.19887004,0,1,0.1061288246
21899,0,29.46587315,0,2,0.1055837738
21900,0,11.13380727,0,1,0.138376955
21901,4,85.67134551,0,1,0.2240945084
21902,1,34.75209071,0,0,0.1321436079
21903,8,33.52870099,0,0,0.3622122599
21904,7,56.26926802,0,0,0.1278029591
21905,1,57.93045594,0,0,0.1220722018
21906,8,75.08706172,0,0,0.3436831289
21907,4,54.83036584,0,1,0.2273064603
21908,0,28.14560362,0,2,0.1077831489
21909,1,48.85006859,0,0,0.1258024987
21910,1,94.63273949,0,2,0.1073641232
21911,6,7.581779103,0,0,0.2624590749
21912,7,7.868593396,0,0,0.2237765385
21913,2,7.605227747,0,1,0.1623420048
21914,1,27.87855442,0,0,0.1409017955
21915,4,25.11828396,0,1,0.2470398369
21916,4,74.02904701,0,1,0.2202819775
21917,2,29.9699815,0,2,0.1114343271
21918,4,30.4876878,0,0,0.2506595237
21919,6,61.89300834,0,2,0.1530702765
21920,3,83.69683098,0,0,0.1300685291
21921,2,98.30900418,0,2,0.1028861274
21922,4,19.55828415,0,0,0.2696896572
21923,4,1.305882839,0,1,0.5088374627
21924,2,51.17148755,0,2,0.1088181611
21925,0,89.16997437,0,0,0.1069295603
21926,8,44.7443546,0,1,0.3425379438
21927,2,23.92171562,0,2,0.1117613929
21928,0,94.73504971,0,0,0.1056787118
21929,0,43.9639356,0,1,0.1071656328
21930,5,29.82807406,0,2,0.2236783949
21931,5,52.0255686,0,1,0.23243794
21932,8,35.57191174,0,1,0.3335950633
21933,8,20.14341805,0,1,0.3719269117
21934,8,92.8501436,0,2,0.3270288988
21935,8,73.95401408,0,0,0.3390960189
21936,3,67.13859608,0,2,0.1242705664
21937,1,70.94766787,0,2,0.1088251048
21938,4,73.65149673,0,1,0.2348621686
21939,8,98.0202332,0,0,0.3578395878
21940,3,2.64347029,0,0,0.3918546163
21941,0,48.39204705,0,1,0.1059406367
21942,4,30.1935211,0,0,0.2571979592
21943,6,33.7689366,0,2,0.1504879889
21944,2,88.3295999,0,2,0.1053310285
21945,6,64.79674613,0,2,0.1488846285
21946,4,16.87729011,0,2,0.242957791
21947,5,11.20593876,0,1,0.2663408551
21948,2,10.50513717,0,1,0.1445344458
21949,2,55.69926727,0,2,0.1068308146
21950,1,77.36507428,0,2,0.109267056
21951,0,6.477797764,0,0,0.2282486911
21952,5,54.03177104,0,1,0.2430007265
21953,4,59.65337547,0,1,0.2309622372
21954,8,1.637457428,0,1,0.5758633152
21955,0,3.669160521,0,0,0.3111145371
21956,2,46.13986014,0,1,0.1099717827
21957,0,38.27448657,0,0,0.1205141439
21958,3,59.4010609,0,1,0.1251734293
21959,8,73.79706206,0,0,0.3478605214
21960,6,6.812754266,0,2,0.1887238196
21961,7,68.79866081,0,0,0.124722523
21962,1,78.49744074,0,2,0.1126030106
21963,3,72.85427469,0,2,0.1232216925
21964,0,20.85492003,0,2,0.1112141392
21965,7,44.64942821,0,1,0.1223741318
21966,5,17.3171292,0,0,0.275650815
21967,2,86.50902834,0,1,0.1065777751
21968,5,66.77424863,0,2,0.2344584632
21969,2,80.72488858,0,1,0.1055485133
21970,4,58.29866574,0,1,0.2245863958
21971,4,69.77804246,0,2,0.233260801
21972,3,69.56320741,0,1,0.124148302
21973,4,33.33036024,0,0,0.2471037512
21974,5,24.29112764,0,1,0.2475720054
21975,7,86.92612233,0,1,0.1152087256
21976,7,83.66199857,0,1,0.1170197635
21977,1,75.16878585,0,2,0.1090884335
21978,3,74.72803309,0,2,0.1231748502
21979,6,2.36768355,0,1,0.320654662
21980,2,46.21190439,0,0,0.120808988
21981,3,56.70422487,0,0,0.1342152748
21982,4,45.64579016,0,0,0.2471578475
21983,2,18.99964271,0,1,0.1256715195
21984,4,68.52466125,0,2,0.2310714349
21985,5,76.46097254,0,2,0.2249833562
21986,1,68.41449216,0,0,0.1206294641
21987,7,19.55407658,0,2,0.1256974191
21988,7,21.71008465,0,1,0.1345940189
21989,5,45.48105461,0,1,0.2339718802
21990,7,72.44410887,0,2,0.1175842155
21991,3,60.804323,0,1,0.1249892462
21992,7,50.08974917,0,0,0.1313415775
21993,4,3.825931594,0,1,0.3397481323
21994,1,21.59072046,0,2,0.1199084024
21995,6,39.61625547,0,0,0.16918397
21996,2,8.370429685,0,1,0.15481659
21997,6,89.44006464,0,2,0.1452045579
21998,0,25.75924993,0,2,0.1081205991
21999,2,20.64611052,0,2,0.1158871401
22000,1,53.32458456,0,0,0.1257375507
22001,4,25.09292025,0,1,0.2401138905
22002,5,1.66079831,0,0,0.6002216524
22003,4,40.18924879,0,1,0.2415468414
22004,8,77.06890475,0,1,0.3583572352
22005,5,42.86653699,0,1,0.2288736554
22006,5,58.63008136,0,2,0.227036359
22007,4,39.34902526,0,2,0.2300190431
22008,3,13.53649143,0,1,0.1558977956
22009,2,26.67256667,0,0,0.1367296498
22010,1,80.6652249,0,0,0.1177161924
22011,3,64.2556142,0,2,0.1248786251
22012,2,57.47035704,0,2,0.1050213324
22013,6,92.06925908,0,2,0.1470188457
22014,4,71.26285031,0,2,0.2289593826
22015,2,31.33826604,0,2,0.1108655196
22016,0,84.91190865,0,2,0.09968760367
22017,5,72.87645752,0,2,0.2268814933
22018,4,36.12624933,0,0,0.2507401071
22019,0,99.82187725,0,0,0.1055182803
22020,2,3.640607306,0,2,0.1834784578
22021,3,25.46298156,0,0,0.1546229107
22022,0,78.48415301,0,0,0.1074635443
22023,6,90.15144132,0,2,0.1436202168
22024,8,43.03091888,0,2,0.3242800491
22025,6,32.24240964,0,2,0.1557054271
22026,5,85.8549096,0,2,0.2291945225
22027,7,70.29326496,0,2,0.1135812031
22028,2,36.67502614,0,0,0.1295027344
22029,4,83.29604281,0,0,0.2343023109
22030,0,92.35684031,0,1,0.09946161269
22031,3,47.9922418,0,1,0.1260599799
22032,5,36.35706253,0,0,0.2511573955
22033,6,45.56581079,0,0,0.1630319101
22034,6,68.15112944,0,2,0.1484680548
22035,7,64.5287833,0,2,0.1155285079
22036,8,54.01661968,0,1,0.3573524221
22037,4,77.98193476,0,1,0.2278601136
22038,0,11.69739692,0,0,0.1740734811
22039,7,35.81678519,0,1,0.1249013102
22040,4,11.08647025,0,1,0.268897366
22041,6,51.60859768,0,2,0.147703686
22042,0,23.18185957,0,2,0.1090769775
22043,0,88.11682552,0,0,0.1059267204
22044,1,99.08054293,0,2,0.1108865365
22045,6,90.15449872,0,0,0.1554560517
22046,6,72.56305002,0,2,0.1455620273
22047,2,60.91053276,0,0,0.1163974654
22048,1,34.72759916,0,1,0.1186273917
22049,4,32.61214617,0,1,0.2417918089
22050,4,41.51948484,0,2,0.2333427575
22051,1,11.37794492,0,2,0.1355946768
22052,3,78.97724537,0,1,0.1254157439
22053,5,54.37300894,0,1,0.2364388112
22054,2,62.20892319,0,0,0.1164122677
22055,3,90.08903613,0,1,0.1222377314
22056,7,81.0567493,0,0,0.1243046645
22057,2,38.80790096,0,2,0.1096092157
22058,4,98.85093671,0,0,0.2228266797
22059,2,3.661026256,0,0,0.315597019
22060,0,98.97865271,0,0,0.1043359042
22061,7,40.1016538,0,1,0.124079539
22062,2,92.18070286,0,0,0.1102788418
22063,5,5.698936567,0,1,0.2992870493
22064,8,18.66182943,0,2,0.3478150606
22065,3,47.08907064,0,2,0.1241705988
22066,4,14.92672411,0,1,0.2556248953
22067,7,19.02665743,0,2,0.1294606535
22068,8,34.79313214,0,0,0.3772760876
22069,4,61.42173892,0,0,0.2345281348
22070,1,17.94674269,0,2,0.1241242486
22071,3,65.03757334,0,1,0.1261084891
22072,0,90.03442327,0,2,0.09833481954
22073,5,76.98834071,0,0,0.2341498301
22074,5,20.63081619,0,0,0.2707926826
22075,8,39.9121492,0,1,0.3480908049
22076,4,77.68816998,0,1,0.2356887419
22077,7,99.29664615,0,1,0.1159218302
22078,1,2.619180085,0,0,0.3820997104
22079,1,91.85269388,0,0,0.1185401472
22080,2,0.5934070188,0,2,0.4602143117
22081,3,72.90725673,0,2,0.1208249445
22082,5,97.75431785,0,1,0.2246881268
22083,7,16.63164634,0,1,0.1412424406
22084,6,5.303688967,0,2,0.1995983611
22085,4,29.84857583,0,0,0.2547978186
22086,5,98.54046549,0,0,0.2362000946
22087,7,50.33274515,0,2,0.1195048979
22088,4,34.6499535,0,1,0.2338126839
22089,6,94.02785394,0,0,0.1523136805
22090,4,38.33514067,0,0,0.2534343186
22091,4,94.29789312,0,0,0.2369189242
22092,8,9.479582179,0,0,0.4251478933
22093,7,80.93901231,0,0,0.1236839279
22094,3,50.58202169,0,2,0.1248628642
22095,6,48.46380019,0,2,0.1494992129
22096,8,40.96324425,0,2,0.3295440028
22097,8,30.39117698,0,2,0.3537908896
22098,7,6.164593648,0,2,0.1608701988
22099,6,66.8565687,0,0,0.1556119818
22100,1,49.64842175,0,1,0.1143608285
22101,4,55.24422691,0,1,0.2339513769
22102,4,80.40792088,0,2,0.2262676696
22103,2,37.47943725,0,0,0.126962744
22104,4,54.94273102,0,0,0.242336913
22105,1,25.35537866,0,1,0.1248062761
22106,8,97.65117835,0,2,0.3274179387
22107,0,8.018198534,0,0,0.2055068059
22108,1,51.16398822,0,0,0.1227127666
22109,2,14.86288466,0,0,0.1618687093
22110,6,95.98885519,0,2,0.1439305584
22111,5,30.29956153,0,2,0.2403436541
22112,4,6.818609607,0,0,0.3461015597
22113,7,59.00492835,0,2,0.1163734801
22114,6,42.65875712,0,0,0.1666447325
22115,5,26.0189005,0,1,0.2438648155
22116,7,33.30930477,0,0,0.1393115603
22117,1,20.5362682,0,2,0.1218715231
22118,1,12.14932559,0,1,0.1451806596
22119,5,83.00712749,0,0,0.2252251198
22120,0,71.19270616,0,0,0.1098182121
22121,5,19.1721811,0,1,0.2427629529
22122,1,63.97710338,0,1,0.1131749309
22123,5,62.52501847,0,1,0.2254723282
22124,8,53.60602994,0,1,0.3503495137
22125,4,51.72080356,0,1,0.2342178246
22126,4,96.68452564,0,0,0.2231144632
22127,5,99.98233621,0,1,0.2261096874
22128,5,5.252366774,0,1,0.3066565829
22129,7,58.23162393,0,1,0.119378755
22130,0,39.88006149,0,1,0.1070018209
22131,3,22.3334252,0,1,0.1380995264
22132,0,55.08717869,0,0,0.1138982648
22133,3,52.50384323,0,1,0.1283148349
22134,5,9.70601184,0,0,0.323883343
22135,4,59.3170575,0,0,0.2440243603
22136,6,70.61213043,0,0,0.1584368521
22137,0,59.4486433,0,1,0.1044948703
22138,0,87.7928408,0,2,0.09679536739
22139,0,0.7200758438,0,1,0.5060564358
22140,0,89.2342143,0,0,0.1062621604
22141,3,49.62870097,0,2,0.1234403265
22142,6,5.198228608,0,2,0.202837379
22143,8,43.32535108,0,1,0.3555894718
22144,7,65.19948327,0,0,0.1254212291
22145,8,3.2097849,0,1,0.4613094426
22146,0,0.2413236069,0,1,0.769701735
22147,1,46.36583405,0,0,0.1264981898
22148,0,10.27167083,0,0,0.1836590335
22149,8,2.935109052,0,2,0.4350054342
22150,8,74.92019032,0,1,0.3494090333
22151,6,30.80981045,0,0,0.174511792
22152,4,35.64304653,0,2,0.2368636917
22153,6,17.18063015,0,1,0.1713850428
22154,3,42.0327707,0,2,0.1229110474
22155,6,99.18780659,0,2,0.1468008466
22156,6,2.470249197,0,2,0.2630208734
22157,2,79.71599793,0,0,0.1111243679
22158,7,3.985892363,0,2,0.1889355802
22159,4,1.196196937,0,0,0.6749875294
22160,5,32.50087441,0,1,0.2341306351
22161,0,9.20753546,0,1,0.1473173583
22162,3,26.4271687,0,1,0.1338569526
22163,6,35.06450126,0,1,0.1560390218
22164,6,97.05653601,0,0,0.1536472871
22165,3,75.3192513,0,0,0.1302496327
22166,0,47.7603141,0,2,0.1024627357
22167,1,83.77090701,0,2,0.108909887
22168,1,69.50596899,0,1,0.1124604955
22169,4,96.46342332,0,2,0.2202200393
22170,4,25.95166021,0,2,0.2267692567
22171,0,72.30253493,0,1,0.1021385702
22172,2,29.91209065,0,0,0.1327206473
22173,2,23.7264684,0,1,0.1200981844
22174,3,74.21780863,0,0,0.1302741191
22175,8,60.64776515,0,1,0.3175498675
22176,3,74.85796401,0,0,0.1281158274
22177,0,57.59217151,0,2,0.09941375528
22178,1,10.95188136,0,2,0.1345026623
22179,7,59.52470614,0,0,0.1286628764
22180,3,87.58057392,0,1,0.1242095742
22181,3,33.05301729,0,1,0.1334443605
22182,5,69.75529177,0,2,0.2258938371
22183,3,96.44939365,0,0,0.1300307886
22184,8,2.127416442,0,2,0.4496143506
22185,6,81.2540081,0,1,0.1490482816
22186,5,28.93290473,0,2,0.2274278174
22187,4,86.32158462,0,1,0.2201321989
22188,6,68.49925965,0,0,0.1548202671
22189,6,56.54811234,0,0,0.1600270726
22190,8,8.772262911,0,0,0.4556681823
22191,7,59.46331172,0,0,0.1288371451
22192,3,41.08569778,0,2,0.1245903716
22193,0,81.36556905,0,1,0.1003304774
22194,7,18.07052338,0,1,0.1357588262
22195,3,88.79875658,0,2,0.1219019006
22196,7,2.774738811,0,2,0.2181045887
22197,1,62.53401638,0,2,0.1117080679
22198,7,68.38744568,0,0,0.1244037762
22199,7,8.722405539,0,2,0.1480900782
22200,7,87.81642597,0,1,0.11593868
22201,4,34.65305256,0,1,0.2383319255
22202,5,69.64875275,0,2,0.2214259408
22203,2,10.69649878,0,0,0.1855170085
22204,3,62.40949599,0,2,0.1205730142
22205,7,73.87327506,0,1,0.116360719
22206,0,16.59610789,0,1,0.1246247102
22207,3,17.55727829,0,1,0.1458143671
22208,0,16.73143987,0,1,0.1225347345
22209,7,83.35231838,0,1,0.1169891251
22210,0,1.477745419,0,1,0.3482851058
22211,3,6.900850473,0,0,0.2451303166
22212,0,96.49358473,0,1,0.1011652021
22213,0,81.69533059,0,1,0.1015943751
22214,8,33.82223297,0,0,0.3629794933
22215,2,48.29029168,0,2,0.1058910996
22216,0,48.83001945,0,1,0.1069994488
22217,5,16.78509621,0,0,0.2767098962
22218,2,37.42495583,0,0,0.1254961859
22219,5,79.05554459,0,0,0.245178122
22220,8,39.05462424,0,0,0.3690318255
22221,4,5.894671446,0,0,0.3692676224
22222,5,79.03766696,0,2,0.2310211809
22223,0,94.79388694,0,2,0.0988927404
22224,6,26.95560181,0,1,0.1608542146
22225,3,23.42448687,0,1,0.1384207162
22226,7,61.3334868,0,0,0.1257987078
22227,5,2.865298656,0,0,0.4801418268
22228,3,15.15362515,0,0,0.1800219275
22229,2,38.94315957,0,2,0.1093460707
22230,7,83.36589771,0,1,0.117722033
22231,6,68.15250097,0,1,0.1464310176
22232,8,6.024340667,0,2,0.378984293
22233,3,46.39745971,0,0,0.1402566774
22234,6,53.44119467,0,2,0.1507383111
22235,4,82.65929779,0,2,0.2284858386
22236,5,13.21716669,0,0,0.2890198397
22237,7,33.59530471,0,1,0.1269067072
22238,1,68.004083,0,1,0.1114679543
22239,5,75.42402795,0,1,0.2220739613
22240,1,77.98236666,0,0,0.117128937
22241,8,81.83992757,0,0,0.3340669478
22242,0,15.66587309,0,1,0.1259538559
22243,6,44.32972763,0,0,0.1657948982
22244,1,35.63241673,0,2,0.1152459335
22245,2,20.59593319,0,2,0.1177677406
22246,5,17.47632382,0,0,0.2695381307
22247,5,98.40752557,0,0,0.2292106571
22248,1,65.03795732,0,0,0.1211792706
22249,8,91.3745354,0,0,0.3318076492
22250,6,98.40526835,0,0,0.1532314226
22251,0,18.66525409,0,0,0.1466020448
22252,4,11.87531412,0,2,0.249587646
22253,1,8.656763669,0,1,0.1596367261
22254,7,56.8807665,0,2,0.1200402347
22255,6,36.2662337,0,1,0.1568549061
22256,2,12.34845054,0,2,0.1248049465
22257,8,52.14590061,0,1,0.3360949167
22258,5,27.48711271,0,1,0.232098159
22259,3,95.04195821,0,1,0.1245942391
